name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist,artist_id,genres,genres_str,main_genre,file_path,genre_array2
Wake Me,Bleachers,6YArGkJUr82ehzRFa2YaRK,https://p.scdn.co/mp3-preview/aae0c98d34683afae6831428bec5ee3d63077299?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734849278ce9876ebea7353d66,0.818,0.374,-10.666,0.0459,0.0951,0.0139,0.217,0.457,0.1425738571428571,0.5675714285714285,0.7490000000000001,0.0113938657142857,0.2187142857142856,0.0745285714285714,0.4064285714285714,2eam0iDomRHGBypaDQLwWI,['modern rock'],['modern rock'],rock,../mp3songs/48_genres_11_main_genres/Wake Me.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Real Gangsta,South Park Mexican,57h1yck2rm5Dtk5SZODzWt,https://p.scdn.co/mp3-preview/33cc61b744e7931c9d9f4982c670d30e61fcb7e6?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b54810c8f94c08fc3a47ebf4,0.7509999999999999,0.6809999999999999,-6.105,0.109,0.106,0.000108,0.374,0.0648,0.1038440545454546,0.7413363636363632,0.635309090909091,0.0148294034545454,0.1628372727272728,0.1486409090909091,0.4607545454545456,4kKaAWGdu6WW0W415RWaQA,['latin hip hop'],['latin hip hop'],latino,../mp3songs/48_genres_11_main_genres/Real Gangsta.mp3,"[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Obsession,EXO,7fK0csBoqbcgUuWGV0cpoD,https://p.scdn.co/mp3-preview/6f67fcff150ac3e130cd129c2aafdcce63293e19?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732bda510d66361378f273f4ee,0.7040000000000001,0.7290000000000001,-3.851,0.0624,0.0024,0.0,0.218,0.71,0.078025,0.6958750000000001,0.78575,6.0125e-06,0.2355875000000001,0.059,0.6538750000000001,3cjEqqelV9zb4BYE3qDQ4O,['k-pop'],['k-pop'],pop,../mp3songs/48_genres_11_main_genres/Obsession.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]"
Untraveled Road,Thousand Foot Krutch,2IIOBRgHTsmEMYzMU0zHws,https://p.scdn.co/mp3-preview/e18b5f716c7863c1b86a741143178badcc22f7b2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27320c18dec66efb50bbc3b04f1,0.593,0.848,-6.341,0.0408,0.000316,1.5e-06,0.067,0.47,0.0037086249999999,0.5464999999999999,0.8271250000000001,5.949125000000003e-05,0.15875,0.0677249999999999,0.5721250000000003,6GfiCQDFYANz5wUkSmb3Dr,['alternative metal'],['alternative metal'],metal,../mp3songs/48_genres_11_main_genres/Untraveled Road.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Caps Lock,"Noisia, Black Sun Empire",4RIQpVKnO0LBuqBsee9PJs,,,0.391,0.866,,0.148,,,,0.0836,,,,,,,,"4YWj8sohRDjL9deiuRvEEY, 3PAXvY08KxX5HmCsmKw4x8",['neurofunk_dnb'],['neurofunk_dnb'],dnb,../mp3songs/Neurofunk_Drum_and_Bass/Caps Lock.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Never Be Like You (feat. Kai),Flume,5WI2ltQIdwgzf1SNE76JyR,https://p.scdn.co/mp3-preview/6f3d7fdb0f819e467897b881afe949b2806bfbc4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,0.444,0.557,-5.476,0.0602,0.453,0.0,0.152,0.296,0.2143030434782609,0.5471739130434783,0.6155217391304348,0.0110739530434782,0.1448304347826087,0.1019782608695652,0.3523869565217392,6nxWCVXbOlEVRexSbLsTer,['edm'],['edm'],dance,../mp3songs/48_genres_11_main_genres/Never Be Like You (feat. Kai).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]"
Smoke Break (feat. Future),Chance the Rapper,1Uq3IOIy1CUlHUgP6vWpum,https://p.scdn.co/mp3-preview/674d4b6cdf0575394a805417ea743c81edae9b9f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e71dd15fc5bdefd5bff70452,0.705,0.4529999999999999,-8.174,0.196,0.257,0.0,0.143,0.283,0.2897807777777778,0.6538888888888889,0.5639777777777778,0.0017104228888888,0.1799888888888888,0.2511566666666667,0.5218222222222221,1anyVhU62p31KFi8MEzkbf,"['hip hop', 'pop rap', 'rap', 'trap']","['hip hop', 'pop rap', 'rap', 'trap']",rap,../mp3songs/48_genres_11_main_genres/Smoke Break (feat. Future).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
Echo,Gorilla Zoe,7ytLGF9Ua5g5MylbwtxzZC,https://p.scdn.co/mp3-preview/1b887bb91c8e1a7e89fd4defd802e492665605de?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27390c012ecec3a79c2e3920c69,0.809,0.7440000000000001,-5.892,0.0434,0.0809,0.0,0.21,0.5720000000000001,0.1587983571428571,0.7702142857142856,0.7215714285714286,0.0252509642857142,0.2158571428571429,0.1272785714285714,0.5223571428571429,3Y365ZqTf6fJ4ZcRnLKPGt,['trap'],['trap'],rap,../mp3songs/48_genres_11_main_genres/Echo.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
I Can't Win,The Strokes,7eX5SypK35V8Y9d9pS6rWy,https://p.scdn.co/mp3-preview/9e17f1f649202c94513c5dc4e8a8c8b2aac35fa2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730f35726025e0f025da4c688f,0.473,0.745,-4.819,0.0321,0.00492,0.634,0.105,0.405,0.1132484198198197,0.5196576576576577,0.7349009009009008,0.3787515207207208,0.1573594594594596,0.0391684684684684,0.5948360360360361,0epOFNiUfyON9EYx7Tpr6V,"['alternative rock', 'modern rock', 'rock']","['alternative rock', 'modern rock', 'rock']",rock,../mp3songs/48_genres_11_main_genres/I Can't Win.mp3,"[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
I'd Rather Be with You,Bootsy Collins,42rFOQqHmXf9IkdwVqkooK,https://p.scdn.co/mp3-preview/8a2dc7aef8818383f7e5e11b51d40cd435a989d5?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2733d62ae9f42a2668f141f684a,0.477,0.5660000000000001,-12.274,0.335,0.238,0.0,0.122,0.778,0.2663076923076924,0.6486923076923077,0.6636153846153847,0.0004248107692307,0.2499615384615385,0.1391923076923076,0.7616923076923078,5K0rbdBrs2tNXe5LeWMATT,['soul'],['soul'],rnb,../mp3songs/48_genres_11_main_genres/I'd Rather Be with You.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Amor Se Escribe Con Llanto,Guardianes Del Amor,0EkZZm6d3j05yrFfKkAHn7,https://p.scdn.co/mp3-preview/7f761aac404524f84a15cc8af08d915ee72a29a0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732d51c61f0bcb06b03763c494,0.677,0.747,-2.899,0.042,0.74,4.43e-06,0.396,0.845,0.31188125,0.5976874999999999,0.687875,1.6274999999999997e-06,0.2034625,0.0703875,0.6635875000000001,3NLDQVyI2LVtQFJt8JeAAx,['musica mexicana'],['musica mexicana'],latino,../mp3songs/48_genres_11_main_genres/Amor Se Escribe Con Llanto.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Figured You Out,Nickelback,1Yuim9eHBfG8YUJII28XDF,https://p.scdn.co/mp3-preview/3bb0ce34b04628d45fa7ef19be09c098d09699f3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27315a5f571e2e14b2c182bd0a3,0.544,0.867,-5.527,0.0517,2.63e-05,0.0165,0.266,0.726,0.0055082872727272,0.5329090909090906,0.8767272727272725,0.025469378,0.1703090909090908,0.0505436363636363,0.5671454545454546,6deZN1bslXzeGvOLaLMOIF,['alternative metal'],['alternative metal'],metal,../mp3songs/48_genres_11_main_genres/Figured You Out.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"Run Tha Streetz (ft. Michel'le, Storm, Mutah)",2Pac,3zGqu7KxpFw34pSQs9BjK0,https://p.scdn.co/mp3-preview/1a59e71593e4549f2f059c08e71aa1c3cef39a99?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ae9a8fcf55d7d74ca02c1e66,0.7879999999999999,0.7879999999999999,-4.342,0.231,0.109,3.08e-06,0.174,0.722,0.1318515085324231,0.7769078498293513,0.7081774744027309,0.007405551774744,0.2241467576791808,0.2234634812286689,0.6101433447098976,1ZwdS5xdxEREPySFridCfh,"['gangster rap', 'hip hop', 'rap']","['gangster rap', 'hip hop', 'rap']",rap,"../mp3songs/48_genres_11_main_genres/Run Tha Streetz (ft. Michel'le, Storm, Mutah).mp3","[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Mambo No. 5 (a Little Bit of...),Lou Bega,6x4tKaOzfNJpEJHySoiJcs,https://p.scdn.co/mp3-preview/9d4b70e65834b7f7f78e42d1cfc070c827ab0951?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273cf505191afa6a1978418fdf8,0.622,0.807,-6.752000000000002,0.408,0.103,0.0,0.306,0.892,0.103,0.622,0.807,0.0,0.306,0.408,0.892,46lnlnlU0dXTDpoAUmH6Qx,['latin pop'],['latin pop'],latino,../mp3songs/48_genres_11_main_genres/Mambo No. 5 (a Little Bit of...).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]"
Pickup Truck,Kings of Leon,2WC9lgtfcApmuCqrNV6Nov,https://p.scdn.co/mp3-preview/ccd41244b8f046878a563f258ed88bf864ca06ae?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273496ed45f8f3dddaf410fd86e,0.459,0.624,-6.4620000000000015,0.0488,0.351,6.75e-05,0.111,0.352,0.0785020769230769,0.462730769230769,0.7314999999999997,0.0714022871153846,0.1731173076923076,0.0493326923076923,0.4327307692307691,2qk9voo8llSGYcZ6xrBzKx,"['modern rock', 'rock']","['modern rock', 'rock']",rock,../mp3songs/48_genres_11_main_genres/Pickup Truck.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
warm glow,Hippo Campus,0WSPIU3Y3bNXsGeKnzSnt1,https://p.scdn.co/mp3-preview/6030902da68fbc7c958d32d303c394cf2c737106?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27313d5597e7a4efa6c01889d2b,0.445,0.446,-8.87,0.0286,0.324,0.119,0.106,0.0384,0.1022825,0.522375,0.7016249999999999,0.0153605275,0.1512375,0.0469125,0.385925,1btWGBz4Uu1HozTwb2Lm8A,['modern rock'],['modern rock'],rock,../mp3songs/48_genres_11_main_genres/warm glow.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
American Boy,Estelle,22UDw8rSfLbUsaAGTXQ4Z8,https://p.scdn.co/mp3-preview/c5ee61bf5c6c01d923aec35b6f52df76ac651bfb?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b0b30ef77be3523c8018810c,0.727,0.7290000000000001,-2.99,0.326,0.171,0.0,0.07,0.512,0.21135625,0.6425624999999999,0.5899375000000001,0.00220012625,0.1599375,0.15845,0.5037499999999999,5T0MSzX9RC5NA6gAI6irSn,"['neo soul', 'r&b']","['neo soul', 'r&b']",rnb,../mp3songs/48_genres_11_main_genres/American Boy.mp3,"[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Desde Que Llegaste,Reyli Barba,4iuQ88fgaqBRkzb1JWKUbZ,https://p.scdn.co/mp3-preview/e7ffd76f97047c7b4f4a26443fd9b80a7c0e70a3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27351b341dbfd3dbe6747e53112,0.7240000000000001,0.32,-9.727,0.0627,0.331,0.0,0.0725,0.426,0.3558571428571429,0.689857142857143,0.4772857142857143,0.0,0.1274857142857142,0.0606285714285714,0.4427142857142857,69BUYvpG9MbjCyIZfsFdhJ,"['latin pop', 'mexican pop']","['latin pop', 'mexican pop']",latino,../mp3songs/48_genres_11_main_genres/Desde Que Llegaste.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]"
Cry to Me,Solomon Burke,2sCf9tz6LHByczuVT7rqIx,https://p.scdn.co/mp3-preview/e10e99918297c8f0314b9fa35dc578a370a88f04?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273fc99ba3ede17c0e01bc5747d,0.733,0.624,-9.849,0.0374,0.623,0.0,0.407,0.912,0.6324172413793102,0.6016551724137933,0.4484482758620688,5.239965517241379e-05,0.1853068965517241,0.0444551724137931,0.7186896551724138,4nts0oxMT67lVUoi5Kjxrb,['soul'],['soul'],rnb,../mp3songs/48_genres_11_main_genres/Cry to Me.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Rinconcito En El Cielo,Ramon Ayala Y Sus Bravos Del Norte,7o2QFKNjFDRzGDPvSYH6pn,https://p.scdn.co/mp3-preview/686cc652f1d9204b5c638204c7917524672fc33f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273fcaf134681217d973350e503,0.6709999999999999,0.831,-4.511,0.0457,0.0823,0.000675,0.3289999999999999,0.7929999999999999,0.4520683333333336,0.6857833333333332,0.5984499999999999,0.0002334203333333,0.10777,0.0724183333333333,0.805466666666667,5j9R5dTGerKvdXopZnfJh9,['musica mexicana'],['musica mexicana'],latino,../mp3songs/48_genres_11_main_genres/Rinconcito En El Cielo.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Black or White - Single Version,Michael Jackson,2Cy7QY8HPLk925AyNAt6OG,https://p.scdn.co/mp3-preview/2b6e89f6ad480deed492b01d5a63aabeaa6af1ff?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ed1c305cd1e673fe925407ce,0.741,0.894,-3.826,0.0496,0.0814,0.0527,0.089,0.96,0.2553004343163538,0.7097158176943704,0.6932241286863278,0.0459846155764075,0.1961648793565684,0.069310455764075,0.6253930294906169,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']","['r&b', 'soul']",rnb,../mp3songs/48_genres_11_main_genres/Black or White - Single Version.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
